Menu1,Menu2,Compras menores,Menu4,Menu5,Titulo,Folder,archivo,size(in Kb),extension
,,,,,Acta de adjudicación Suplidora Renma Srl,2020/10/,Acta-de-Adj.-Suplidora-Renma.pdf,790.468,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Acta de adjudicación,2020/10/,Acta-de-Adjudicacion-CM22.pdf,527.02,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Acta adjudicacai√≥n,2020/10/,Acta-de-adjudicación-PEEX-2020-0001.pdf,521.19,pdf
,,Finanzas,Informe Financiero,Balance General - 2020,Balance General ‚Äì Septiembre 2020,2020/10/,BALANCE-GENERAL-SEPTIEMBRE-2020.pdf,219.324,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,Mantenimiento a plantas el√©ctricas SDMO V350... OPTIC-CCC-PEPU-2020-0004,Certificacion Proveedor √önico,2020/10/,CERTIFICACI√ìN-ELECTROM.pdf,307.246,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Constancia de Exclusividad,2020/10/,Certificación-Exclusividad-Reid-y-Compa√±ia.pdf,160.265,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Certificación Existencia de fondos,2020/10/,Certificación-fondos-evento-plan-operativo.pdf,38.463,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,Mantenimiento a plantas el√©ctricas SDMO V350... OPTIC-CCC-PEPU-2020-0004,Certificación existencia de fondos,2020/10/,Certificación-Fondos-Mant-Plantas-El√©ctricas-1.pdf,226.252,pdf
,,,,,Certificación existencia de fondos,2020/10/,Certificación-Fondos-Mant-Plantas-El√©ctricas.pdf,226.252,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Certificación Existencia de fondos,2020/10/,Certificación-fondos-rep-jeepeta-Dodge-1.pdf,249.691,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Certificación Existencia de fondos,2020/10/,Certificación-fondos-rep-jeepeta-Dodge.pdf,249.691,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN CONSUMIBLES DE IMPRESORA. OPTIC-DAF-CM-2020-0023,Certificación existencia de fondos,2020/10/,Certificación-fondos-Toners.pdf,72.93,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de Precios - 2020,Comparaciones de Precios septiembre/2020,2020/10/,Comparaciones-de-Precio-Septiembre-2020.pdf,250.085,pdf
,,Compras y contrataciones,Compras menores,Compras Menores 2020,Compras menores de septiembre/2020,2020/10/,Compras-Menores-Septiembre-2020.pdf,281.677,pdf
,,Compras y contrataciones,Relación de compras por debajo del umbral,Relación de Compras por debajo del umbral - 2020,Compras por debajo del Umbral septiembre/2020,2020/10/,Compras-por-debajo-del-Umbral-Septiembre-2020.pdf,336.84,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Certificación Cuota a Comprometer Amaram Interprise Srl,2020/10/,Compromiso-Amaram-Interprise.pdf,227.41,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Certificación Cuota a Comprometer D Melanea Comercial Srl,2020/10/,Compromiso-D-Melanea.pdf,727.575,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Certificación Cuota a Comprometer,2020/10/,Compromiso-E-GROUP-G-SRL.pdf,837.04,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Certificación Cuota a Comprometer ILC Office Supplies Srl,2020/10/,Compromiso-ILC.pdf,763.144,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Certificación Cuota a Comprometer Importadora Coav Srl,2020/10/,Compromiso-Importadora-Coav.pdf,223.574,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Certificación Cuota a Comprometer Lemedi-K Srl,2019/12/,Compromiso-LEMEDIK-1.pdf,717.031,pdf
,,,,,Certificación Cuota a comprometer Lemedi-K Srl,2019/12/,Compromiso-LEMEDIK.pdf,717.031,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Certificación Cuota a Comprometer Maxibodegas del Caribe Srl,2020/10/,Compromiso-Maxibodegas-1.pdf,766.273,pdf
,,,,,Certificación Cuota a Comprometer Maxibodegas Del Caribe Srl,2020/10/,Compromiso-Maxibodegas.pdf,766.273,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Certificación Cuota a Comprometer Padr√≥n Office Srl,2020/10/,Compromiso-Padron.pdf,766.512,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Certificación Cuota a Comprometer Pohut Comercial Srl,2020/10/,Compromiso-Pohut-Comercial.pdf,228.661,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Certificación Cuota a Comprometer,2020/10/,Compromiso-Reid-y-Compa√±ia.pdf,248.632,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Certificación Cuota a Comprometer Suplidora Renma Srl,2020/10/,Compromiso-Suplidora-Renma-1.pdf,780.47,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Certificación Cuota a Comprometer Suplidora Renma Srl,2020/10/,Compromiso-Suplidora-Renma.pdf,780.47,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Convocatoria a participar en proceso,2020/10/,Convocatoria-a-participar-CM-2020-0021.pdf,716.466,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN CONSUMIBLES DE IMPRESORA. OPTIC-DAF-CM-2020-0023,Convocatoria,2020/10/,Convocatoria-a-participar-CM-2020-0023.pdf,59.45,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Convocatoria a participar en proceso,2020/10/,Convocatoria-CM-2020-0022.pdf,42.68,pdf
,,Compras y contrataciones,Relación de estado de cuentas de suplidores,Estado de Cuentas de Suplidores - 2020,Estado de Cuentas al Suplidor septiembre/2020,2020/10/,CUENTAS-POR-PAGAR-SUPLIDORES-SEPTIEMBRE-2020.pdf,367.707,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,Mantenimiento a plantas el√©ctricas SDMO V350... OPTIC-CCC-PEPU-2020-0004,Certificación Cuota a Comprometer,2020/10/,Cuota-Compromiso-Electrom.pdf,239.526,pdf
,,,,,,2020/10/,DECLARACION-JURADA-PEDRO-QUEZADA.pdf,1838.787,pdf
,,,,,,2020/10/,Declaración-Jurada-Juan-Pardilla-Director-Administrtivo-y-Financiero.pdf,499.889,pdf
,,Presupuesto,Ejecución del presupuesto,Ejecución Presupuestaria 2020,"Ejecución de Gastos y Aplicaciones Financieras, Septiembre  2020",2020/10/,EJECUCION-DE-GASTOS-Y-APLICACIONES-FINANCIERAS-SEPTIEMBRE-2020.pdf,331.893,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Especificaciones tecnicas,2020/10/,Esp-tecnicas-evento-Plan-Operativo.pdf,115.972,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Especificaciones Tecnicas,2020/10/,Esp-tecnicas-rep-Jeep-Dodge.pdf,947.23,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN CONSUMIBLES DE IMPRESORA. OPTIC-DAF-CM-2020-0023,Especificaciones tecnicas,2020/10/,Esp-tecnicas-Toners-1.pdf,112.051,pdf
,,,,,Especificaciones tecnicas,2020/10/,Esp-tecnicas-Toners.pdf,112.051,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,Mantenimiento a plantas el√©ctricas SDMO V350... OPTIC-CCC-PEPU-2020-0004,Especificaciones tecnicas,2020/10/,Especificaciones-tecnicas-Mant-Plantas-Electricas.pdf,640.83,pdf
,,,,,,2020/10/,Estadistica-de-la-OAI-Portal-de-Datos-Abiertos-2018-Septiembre-2020-CSV.csv,6.31,csv
,,,,,,2020/10/,Estadistica-de-la-OAI-Portal-de-Datos-Abiertos-2018-Septiembre-2020-ods.ods,7.602,ods
,,,,,,2020/10/,Estadistica-de-la-OAI-Portal-de-Datos-Abiertos-2018-Septiembre-2020-XLSX.xlsx,13.712,xlsx
,EstadísticasInstitucionales,Estadísticasdel Punto GOB,2020,Megacentro,Trimestre (Julio-septiembre  2020),2020/10/,Estadisticas-del-CAP-Megacentro-Trimestre-Julio-Septiembre-2020.xlsx,61.177,xlsx
,EstadísticasInstitucionales,Estadísticasdel Punto GOB,2020,Sambil,Trimestre (Julio-Septiembre 2020),2020/10/,Estadisticas-del-CAP-Sambil-trimestre-Julio-Septiembre-2020.xlsx,68.316,xlsx
,,EstadísticasInstitucionales,Centro de Contacto Gubernamental,EstadísticasCCG 2020,Trimestre (Julio-Septiembre 2020),2020/10/,Estadisticas-del-CCG-para-el-Portal-Julio-Septiembre-2020.pdf,541.519,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Certificación existencia de fondos,2020/10/,Exitencia-de-Fondos-Materiales-Prev-Virus.pdf,770.328,pdf
,,,,,,2019/04/,Extracto-declaracion-Jurada-Armando-Garca.pdf,5410.702,pdf
,,,,,,2020/10/,Indice-de-Documentos-disponibles-para-la-entrega-Septiembre-2020.pdf,648.525,pdf
,,,,,,2020/10/,INFORME-DE-EJECUTORIAS-PLAN-DE-TRABAJO-CEP.pdf,2299.064,pdf
,,EstadísticasInstitucionales,Gesti√≥n de la Dirección Atención Ciudadana (DAC),Gesti√≥n de DAC 2020,Trimestre Julio- Septiembre 2020,2020/10/,Informe-de-Gesti√≥n-de-la-DAC-Trimestre-Julio-Septiembre-2020.pdf,1750.253,pdf
,,Finanzas,Relación de ingresos y egresos,Ingresos y egresos 2020,Informe de Tesorer√≠a (Ingresos y Egresos) Septiembre  2020,2020/10/,INFORME-DE-TESORERIA-INGRESOS-Y-EGRESOS-SEPTIEMBRE-2020.pdf,331.893,pdf
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2020,Inventario de almac√©n ‚Äì Trimestre Julio - Septiembre 2020,2020/10/,INVENTARIO-DE-ALMACEN-JULIO-SEPTIEMBRE-2020.pdf,1039.001,pdf
,,,Declaración Jurada de Patrimonio,Juan Pardilla-Director Administrativo y Financiero,Declaración Jurada ‚Äì Juan V. Pardilla- Director Administrativo y Financiero,2020/10/,Juan-V.-Pardilla.pdf,275.926,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2020,Libramientos emitidos ‚Äì Septiembre  2020,2020/10/,LIBRAMIENTOS-EMITIDOS-SEPTIEMBRE-2020.pdf,372.317,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Listado de participantes,2020/10/,Listado-de-Parcipantes-CM-2020-0021.pdf,462.607,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Listado de Participantes,2020/10/,Listado-de-Participantes-CM-2020-0022.pdf,39.218,pdf
Compras y contrataciones,Compras menores,Compras Menores 2018,Agosto 2018,Uniformes Institucionales 2018 - OPTIC-DAF-CM-2018-0035,Listado de participantes,2019/08/,Listado-de-Participantes.pdf,185.183,pdf
,,,,,,2019/11/,Listado-Miembros-CAMWEB.pdf,194.687,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Listado de participantes,2020/10/,Listado-Participantes-CM-2020-0020.pdf,441.957,pdf
,,,,,,2020/10/,NOMINA-DATOS-ABIERTOS-ENERO-2018-SEPTIEMBRE-2020-CSV.csv,1045.804,csv
,,,,,,2020/10/,NOMINA-DATOS-ABIERTOS-ENERO-2018-SEPTIEMBRE-2020-ODS.ods,458.703,ods
,,,,,,2020/10/,NOMINA-DATOS-ABIERTOS-ENERO-2018-SEPTIEMBRE-2020-XLSX.xlsx,358.792,xlsx
,Recursos Humanos,Nómina,Nómina 2020,Nómina de Septiembre 2020,"Nómina de Sueldos: Personal de Vigilancia, Septiembre 2020",2020/10/,NOMINA-PERSONAL-DE-SEGURIDAD-SEPTIEMBRE-2020.pdf,549.04,pdf
,Recursos Humanos,Nómina,Nómina 2020,Nómina de Septiembre 2020,"Nómina de Sueldos: Personal fijo, Septiembre 2020",2020/10/,NOMINA-PERSONAL-FIJO-SEPTIEMBRE-2020.pdf,670.029,pdf
,Recursos Humanos,Nómina,Nómina 2020,Nómina de Septiembre 2020,"Nómina de Sueldos: T√©cnico Contratado, Septiembre 2020",2020/10/,NOMINA-TECNICO-CONTRATADO-SEPTIEMBRE-2020.pdf,589.24,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Orden de Compras D Malena Comercial Srl,2020/10/,OC-D-Melanea.pdf,1155.937,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Orden de Compras ILC Office Supplies Srl,2020/10/,OC-ILC-Office.pdf,1184.066,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN SUMINISTROS DE LIMPIEZA.. OPTIC-DAF-CM-2020-0019,Orden de Compras  Lemedi-K Srl,2020/09/,OC-Lemedik.pdf,1138.657,pdf
,,,,,,2020/10/,OC-Maxibodegas-EOP-1.pdf,1206.245,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Orden de Compras Maxibodegas del Caribe Srl,2020/10/,OC-Maxibodegas-EOP-2.pdf,1206.245,pdf
,,,,,Orden de Compras Maxibodegas Del Caribe Srl,2020/10/,OC-Maxibodegas-EOP.pdf,1206.245,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Orden de Compras Padr√≥n Office Srl,2020/10/,OC-Padron.pdf,1191.459,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN MATERIALES DE OFICINA.. OPTIC-DAF-CM-2020-0020,Orden de Compras Suplidora Renma Srl,2020/10/,OC-Renma-1.pdf,1202.099,pdf
,,,,,,2020/10/,OC-Renma.pdf,1202.099,pdf
,,,,,,2020/10/,OpenData-CCG-2018-septiembre-2020-CSV.csv,1.283,csv
,,,,,,2020/10/,OpenData-CCG-2018-septiembre-2020-ODS.ods,5.2,ods
,,,,,,2020/10/,OpenData-CCG-2018-septiembre-2020-XLSX.xlsx,10.87,xlsx
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Orden de Compras Amaram Interprise Srl,2020/10/,Orden-de-Compras-Amaram-Enterprise.pdf,431.506,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Marzo 2019,Proceso por excepción proveedor √∫nico para mantenimiento de plantas el√©ctricas del Data Center del Estado Dominicano - OPTIC-CCC-PEPU-2019-0001,Orden de Compra,2019/08/,Orden-de-Compras-Electrom.pdf,427.901,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Orden de Compras,2020/10/,Orden-de-Compras-evento-Hotel-DN.pdf,45.88,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Orden de Compras Importadora Coav Srl,2020/10/,Orden-de-Compras-Importadora-Coav-Srl.pdf,424.519,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN DE MATERIALES PARA PREVENSI√ìN DE VIRUS... OPTIC-DAF-CM-2020-0021,Orden de Compras Pohut Comercial Srl,2020/10/,Orden-de-Compras-Pohut-Comercial.pdf,437.514,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Orden de compras,2020/10/,Orden-de-Compras-Reid-y-Comp.pdf,569.71,pdf
,,,Declaración Jurada de Patrimonio,Pedro A. Quezada- Director General OGTIC,Declaración Jurada -  Pedro A. Quezada,2020/10/,Pedro-A.-Quezada.pdf,261.536,pdf
,,,Presupuesto,Presupuesto Aprobado,Presupuesto Aprobado - Septiembre 2020,2020/10/,PRESUPUESTO-DE-GASTOS-Y-APLICACIONES-FINANCIERAS-SEPTIEMBRE-2020.pdf,382.576,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,Proceso de Excepción septiembre/2020,2020/10/,Proceso-por-Excepción-Septiembre-2020.pdf,228.011,pdf
,,Acceso al 311,"EstadísticasTrimestrales de las Quejas, Reclamaciones y Sugerencias recibidas a trav√©s de 311",Estadísticas311 - 2020,Trimestre  Julio- Septiembre  2020,2020/10/,Quejas-Reclamaciones-y-Sugerencias-311-Julio-Septiembre-2020.pdf,794.24,pdf
,,,,,,2020/10/,Resolución-Administrativa-0022-20-Crea-Comit√©-CAMWEB.pdf,1437.887,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Resolución del Comite de Compras y Contrataciones de  Optic,2020/10/,Resolución-CCC-Optic.pdf,918.782,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,Mantenimiento a plantas el√©ctricas SDMO V350... OPTIC-CCC-PEPU-2020-0004,Resolución del Comite de Compras y Contrataciones Optic,2020/10/,Resolución-Comite-Compras-y-Contrataciones-Optic.pdf,938.226,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,EVENTO PARA LA PRESENTACI√ìN PLAN ESTRATEGICO 2021-2024 DE LA OPTIC EN UN HOTEL DEL DISTRITO NACIONAL... OPTIC-DAF-CM-2020-0022,Solicitud,2020/10/,Solicitud-Evento-Plan-Operativo.pdf,33.523,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,SEPTIEMBRE-2020,ADQUISICI√ìN DE MATERIALES PARA LA PREVENCI√ìN DE VIRUS. OPTIC-DAF-CM-2020-0017,Solicitud,2020/09/,Solicitud-materiales-prevención-virus.pdf,227.954,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,REPARACI√ìN Y MANTENIMIENTO DE JEEPETA DODGE DURANGO... OPTIC-CCC-PEEX-2020-0001,Solicitud,2020/10/,Solicitud-Reparación-Jeepeta-Dodge.pdf,221.912,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN CONSUMIBLES DE IMPRESORA. OPTIC-DAF-CM-2020-0023,Solicitud,2020/10/,Solicitud-toners.pdf,66.104,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,OCTUBRE-2020,Mantenimiento a plantas el√©ctricas SDMO V350... OPTIC-CCC-PEPU-2020-0004,Solicitud,2020/10/,Solictud-Mant-Plantas-Electricas.pdf,212.822,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN CONSUMIBLES DE IMPRESORA. OPTIC-DAF-CM-2020-0023,"Acta de adjudicación Centroxpert STE, Srl",2020/11/,Acta-adjudicación-Centroxpert-Srl.pdf,23.201,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,OCTUBRE-2020,ADQUISICI√ìN CONSUMIBLES DE IMPRESORA. OPTIC-DAF-CM-2020-0023,Acta de adjudicación Compu-Office Dominicana Srl,2020/11/,Acta-Adjudicación-Compu-Office.pdf,23.878,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,NOVIEMBRE-2020,ADQUISICI√ìN DE PUBLICIDAD EN TELEVISI√ìN... OPTIC-CCC-PEPB-2020-0007,Acta de adjudicación,2020/11/,Acta-adjudicación-PEPB-2020-0007.pdf,500.315,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,NOVIEMBRE-2020,ADQUISICI√ìN E INSTALACI√ìN DE EQUIPOS PARA ENERGIZAR LOS DISPOSITIVOS DE COMUNICACI√ìN DEL DATA CENTER DEL ESTADO... OPTIC-CCC-PEEX-2020-0002,Acta de adjudicación,2020/11/,Acta-de-adjudicación-PEEX-2020-0002.pdf,529.43,pdf
,,Finanzas,Informe Financiero,Balance General - 2020,Balance General ‚Äì Octubre 2020,2020/11/,BALANCE-GENERAL-OCTUBRE-2020.pdf,220.535,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,NOVIEMBRE-2020,ADQUISICI√ìN E INSTALACI√ìN DE EQUIPOS PARA ENERGIZAR LOS DISPOSITIVOS DE COMUNICACI√ìN DEL DATA CENTER DEL ESTADO... OPTIC-CCC-PEEX-2020-0002,Certificación de exclusividad,2020/11/,Certificación-Autorizado-por-marca.pdf,226.672,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,NOVIEMBRE-2020,ADQUISICI√ìN DE PUBLICIDAD EN TELEVISI√ìN... OPTIC-CCC-PEPB-2020-0007,Certificación de Cuota a Comprometer,2020/11/,Certificación-Cuota-Compromiso-Color-Visi√≥n.pdf,236.318,pdf
Compras y contrataciones,Compras menores,Compras Menores 2020,FEBRERO 2020,Adquisición Servicio de actualización y mantenimiento de equipos Firewall... OPTIC-DAF-CM-2020-0005,Certificación Existencia de Fondos,2020/02/,Certificación-fondos-Firewall.pdf,466.25,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,NOVIEMBRE-2020,ADQUISICI√ìN E INSTALACI√ìN DE EQUIPOS PARA ENERGIZAR LOS DISPOSITIVOS DE COMUNICACI√ìN DEL DATA CENTER DEL ESTADO... OPTIC-CCC-PEEX-2020-0002,Certificación Existencia de Fondos,2020/11/,Certificación-fondos-PEEX-2020-0002.pdf,230.739,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos por Excepción - 2020,NOVIEMBRE-2020,ADQUISICI√ìN DE PUBLICIDAD EN TELEVISI√ìN... OPTIC-CCC-PEPB-2020-0007,Certificación existencia de fondos,2020/11/,Certificación-fondos-Publicidad-televisiva.pdf,233.933,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de Precios - 2020,Comparaciones de Precios octubre/2020,2020/11/,Comparaciones-de-precios-Octubre-2020.pdf,20.522,pdf
,,Compras y contrataciones,Compras menores,Compras Menores 2020,Compras menores de octubre/2020,2020/11/,Compras-menores-Octubre-2020.pdf,26.304,pdf
,,Compras y contrataciones,Relación de compras por debajo del umbral,Relación de Compras por debajo del umbral - 2020,Compras por debajo del Umbral octubre/2020,2020/11/,Compras-por-debajo-Umbral-Octubre-2020-1.pdf,43.668,pdf
